PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2012-10-12,67,63,58,54,51,48,78,67,56,30.2,30.1,29.96,10,9,6,12,5,,T,7,Rain,311<br />
2012-10-13,75,63,51,51,49,48,89,64,38,30.3,30.22,30.16,10,9,5,8,2,10.0,0.00,3,,300<br />
2012-10-14,82,68,53,53,51,49,83,58,33,30.22,30.14,30.05,10,9,5,12,3,16.0,0.00,0,,334<br />
2012-10-15,84,70,56,55,53,50,80,57,34,30.07,30.01,29.93,10,8,3,9,3,12.0,0.00,3,,85<br />
2012-10-16,87,74,60,60,55,52,78,55,32,29.98,29.91,29.81,10,8,4,10,3,15.0,0.00,1,,135<br />
2012-10-17,87,74,61,59,57,55,84,61,37,29.91,29.87,29.81,10,8,4,10,2,14.0,0.00,0,,159<br />
2012-10-18,95,79,63,58,54,48,73,48,22,29.98,29.93,29.9,10,9,2,14,4,16.0,0.00,0,,271<br />
2012-10-19,85,73,60,56,54,50,72,53,34,30.04,29.95,29.88,10,9,7,12,3,16.0,0.00,0,,334<br />
2012-10-20,84,72,59,55,53,48,78,56,33,29.88,29.81,29.74,10,10,9,14,4,17.0,0.00,1,,314<br />
2012-10-21,77,66,54,50,39,22,72,44,16,29.91,29.84,29.8,10,10,10,14,5,25.0,0.00,3,,315<br />
2012-10-22,63,59,54,52,46,36,83,61,39,29.99,29.92,29.82,10,9,4,17,8,23.0,0.17,7,Rain,110<br />
2012-10-23,67,57,47,51,45,42,93,68,42,30.06,30.01,29.97,10,10,6,14,5,16.0,0.00,5,,319<br />
2012-10-24,69,57,45,45,41,38,86,59,32,30.18,30.12,30.04,10,10,9,14,5,18.0,0.00,3,,314<br />
2012-10-25,73,62,51,49,45,42,77,56,35,30.24,30.19,30.13,10,10,10,17,7,24.0,0.00,4,,306<br />
2012-10-26,72,61,49,50,47,43,86,64,41,30.23,30.16,30.09,10,10,7,8,2,12.0,0.00,1,,262<br />
2012-10-27,77,64,51,49,47,45,83,58,33,30.09,30.03,29.95,10,8,6,8,2,,0.00,2,,107<br />
2012-10-28,82,67,51,50,47,43,83,54,24,30.03,29.99,29.94,10,9,7,6,2,16.0,0.00,1,,327<br />
2012-10-29,83,69,54,52,48,45,72,50,28,30.11,30.05,30.0,10,9,5,7,2,,0.00,0,,160<br />
2012-10-30,85,70,54,53,48,44,72,50,28,30.08,30.0,29.94,10,9,6,7,2,,0.00,0,,98<br />
2012-10-31,82,70,57,53,49,38,67,44,21,30.01,29.97,29.93,10,9,6,13,3,15.0,0.00,5,,260<br />
2012-11-01,66,62,58,56,53,52,86,75,63,30.04,30.0,29.96,10,7,4,8,3,12.0,0.00,7,,318<br />
2012-11-02,70,63,56,55,53,51,93,74,55,30.09,30.05,30.01,10,4,0,8,2,12.0,0.00,6,Fog,69<br />
2012-11-03,75,63,51,54,51,48,89,68,46,30.16,30.11,30.07,10,6,2,7,1,,0.00,3,,318<br />
2012-11-04,78,65,51,53,51,48,83,61,39,30.23,30.18,30.13,10,7,3,8,2,,0.00,1,,63<br />
2012-11-05,82,67,52,54,51,48,83,60,36,30.19,30.12,30.06,10,7,4,7,1,21.0,0.00,0,,68<br />
2012-11-06,85,69,53,54,51,47,83,56,29,30.11,30.05,29.98,10,8,3,7,1,22.0,0.00,0,,323<br />
2012-11-07,83,69,54,52,49,46,72,50,28,30.04,29.96,29.89,10,8,3,7,2,13.0,0.00,0,,256<br />
2012-11-08,64,57,49,48,42,35,83,60,36,29.96,29.91,29.86,10,9,7,23,9,28.0,0.01,5,Rain,330<br />
2012-11-09,56,49,42,44,40,36,96,72,47,30.01,29.95,29.92,10,8,0,12,3,16.0,0.09,5,Fog-Rain,39<br />
2012-11-10,58,50,41,40,36,30,83,61,38,30.25,30.12,30.02,10,10,9,10,4,,0.01,4,Rain,18<br />
2012-11-11,60,49,37,35,32,25,85,55,25,30.4,30.35,30.26,10,9,6,7,2,13.0,0.00,1,,31<br />
2012-11-12,64,51,38,36,33,28,82,54,26,30.4,30.33,30.25,10,9,7,10,2,16.0,0.00,1,,291<br />
2012-11-13,67,53,38,39,35,33,79,54,29,30.29,30.2,30.12,10,9,6,6,1,18.0,0.00,3,,162<br />
2012-11-14,71,56,40,42,38,35,79,54,28,30.17,30.1,30.04,9,7,5,6,1,,0.00,3,,81<br />
2012-11-15,72,57,42,50,40,36,76,54,31,30.06,30.03,29.98,10,6,4,17,4,23.0,T,5,,127<br />
2012-11-16,74,66,58,51,46,39,67,48,29,30.05,30.01,29.96,10,9,6,17,4,20.0,T,7,Rain,127<br />
2012-11-17,69,64,58,56,53,49,86,72,57,30.06,29.99,29.93,10,10,4,15,7,18.0,0.27,7,Rain,97<br />
2012-11-18,68,60,52,53,51,49,89,72,55,30.18,30.12,30.06,10,10,8,12,5,15.0,T,5,Rain,122<br />
2012-11-19,69,59,49,52,47,41,96,68,40,30.28,30.22,30.17,10,5,0,6,2,,0.00,5,Fog,149<br />
2012-11-20,70,59,48,49,46,44,86,63,40,30.22,30.15,30.09,10,9,7,5,1,12.0,0.00,2,,73<br />
2012-11-21,71,60,48,52,47,43,86,62,37,30.18,30.13,30.1,10,10,7,17,6,20.0,0.00,4,,346<br />
2012-11-22,62,54,46,52,48,44,96,82,67,30.26,30.21,30.16,10,3,0,12,2,13.0,0.00,4,Fog,311<br />
2012-11-23,67,55,43,51,46,41,100,76,52,30.3,30.24,30.18,8,2,0,5,1,,0.00,4,Fog,145<br />
2012-11-24,69,56,42,51,46,40,100,75,49,30.21,30.15,30.04,10,3,0,7,1,25.0,0.00,3,Fog,267<br />
2012-11-25,67,55,42,51,47,41,96,76,56,30.03,29.99,29.93,5,4,2,7,2,22.0,0.00,1,,206<br />
2012-11-26,69,56,43,50,46,40,93,70,47,30.08,30.04,30.0,5,3,2,6,1,17.0,0.00,1,,39<br />
2012-11-27,65,54,42,49,46,39,89,73,56,30.16,30.08,30.03,3,2,1,7,2,9.0,0.00,6,,96<br />
2012-11-28,61,55,48,54,48,43,86,73,60,30.1,30.05,29.97,10,6,2,18,7,25.0,0.11,5,Rain,106<br />
2012-11-29,69,62,55,57,54,52,93,73,53,30.16,30.1,30.05,10,10,10,14,7,,T,8,Rain,125<br />
2012-11-30,64,61,57,57,55,52,93,83,72,30.11,30.03,29.97,10,8,2,17,8,,0.62,7,Rain,106<br />
2012-12-01,64,60,56,59,56,52,90,84,78,30.12,30.08,30.04,10,8,1,13,7,16.0,0.09,7,Rain,120<br />
2012-12-02,64,62,60,58,57,54,90,81,72,30.08,30.01,29.96,10,7,1,20,11,25.0,0.39,8,Rain,119<br />
2012-12-03,65,60,54,57,53,52,100,84,67,30.22,30.16,30.08,10,8,0,9,3,20.0,0.00,6,Fog,235<br />
2012-12-04,63,58,52,54,53,51,100,86,72,30.28,30.22,30.18,9,3,0,8,2,18.0,0.00,7,Fog,115<br />
2012-12-05,63,58,52,55,52,50,93,80,67,30.21,30.14,30.08,10,6,2,15,4,,0.03,7,Rain,317<br />
2012-12-06,59,56,52,56,55,53,100,92,83,30.15,30.09,30.04,10,4,0,16,9,30.0,T,8,Fog-Rain,303<br />
2012-12-07,63,59,54,54,49,45,93,79,64,30.14,30.11,30.07,10,9,5,12,7,12.0,0.00,6,,290<br />
2012-12-08,60,53,46,50,48,44,93,80,67,30.1,30.07,30.03,7,4,0,10,2,13.0,0.00,7,Fog,292<br />
2012-12-09,58,52,46,48,47,44,100,86,72,30.22,30.16,30.09,6,2,0,8,2,15.0,0.00,4,Fog,305<br />
2012-12-10,61,52,42,48,44,40,93,77,60,30.26,30.2,30.15,5,3,0,8,1,17.0,0.00,2,Fog,207<br />
2012-12-11,65,54,43,48,45,41,100,76,52,30.15,30.02,29.85,6,2,0,8,2,13.0,0.00,3,Fog,131<br />
2012-12-12,50,49,47,47,45,42,93,84,74,29.93,29.89,29.86,10,4,1,10,4,14.0,0.33,7,Rain,332<br />
2012-12-13,62,50,39,45,40,34,96,74,51,29.92,29.89,29.84,10,6,0,13,4,16.0,0.00,3,Fog,299<br />
2012-12-14,54,44,34,41,38,34,100,83,66,30.03,29.92,29.85,7,3,0,7,2,15.0,0.00,7,Fog,119<br />
2012-12-15,51,45,39,43,39,36,100,80,59,30.13,30.09,30.03,10,3,0,8,2,16.0,0.00,5,Fog,160<br />
2012-12-16,60,49,37,43,38,34,86,63,40,30.17,30.12,30.09,10,8,3,8,3,12.0,0.00,5,,98<br />
2012-12-17,66,59,52,54,47,41,83,70,56,30.14,30.05,29.96,10,10,4,17,9,21.0,0.06,7,Rain,135<br />
2012-12-18,53,46,39,49,37,25,86,62,38,30.13,30.0,29.95,10,10,8,29,12,37.0,0.02,5,Rain,307<br />
2012-12-19,52,43,33,32,30,28,82,62,41,30.35,30.28,30.13,10,10,7,13,4,17.0,0.00,0,,114<br />
2012-12-20,60,46,32,33,28,20,85,53,20,30.29,30.19,30.11,10,10,10,8,3,12.0,0.00,1,,109<br />
2012-12-21,60,47,33,42,32,27,75,54,32,30.09,30.05,30.0,10,10,7,16,6,20.0,T,6,Rain,106<br />
2012-12-22,57,52,46,49,44,33,89,73,56,30.16,30.07,30.0,10,9,1,24,8,30.0,0.29,8,Rain,86<br />
2012-12-23,54,52,49,50,48,46,100,89,77,30.18,30.11,29.96,10,6,0,22,10,29.0,0.35,8,Fog-Rain,125<br />
2012-12-24,58,51,44,50,44,41,100,78,55,30.19,30.12,30.0,10,6,0,17,7,22.0,0.02,5,Fog-Rain,310<br />
2012-12-25,51,46,40,46,43,39,96,87,77,30.2,30.08,29.92,10,3,0,17,4,21.0,0.27,7,Fog-Rain,135<br />
2012-12-26,57,51,45,44,43,40,93,74,55,30.09,30.0,29.91,10,9,3,15,3,26.0,0.17,7,Rain,52<br />
2012-12-27,53,47,41,43,40,37,96,78,59,30.2,30.12,30.08,10,7,2,14,3,17.0,0.00,5,,313<br />
2012-12-28,51,43,35,43,37,32,92,76,59,30.23,30.16,30.07,10,7,1,7,2,9.0,0.00,6,,103<br />
2012-12-29,54,47,40,41,39,36,93,72,50,30.09,30.04,29.99,10,7,3,15,4,18.0,T,7,,55<br />
2012-12-30,55,47,38,40,38,37,92,73,54,30.17,30.07,30.01,10,6,2,12,3,15.0,T,5,,300<br />
2012-12-31,53,45,37,39,36,33,92,71,50,30.3,30.26,30.18,10,8,5,10,3,15.0,0.00,5,,140<br />
2013-01-01,56,46,35,38,35,32,89,66,43,30.28,30.25,30.2,10,7,4,14,3,17.0,0.00,3,,319<br />
2013-01-02,55,44,32,39,35,29,89,72,54,30.27,30.22,30.18,9,6,2,7,2,10.0,0.00,1,,121<br />
2013-01-03,57,45,33,39,35,30,89,68,47,30.3,30.24,30.19,7,4,2,8,1,15.0,0.00,1,,86<br />
2013-01-04,56,44,31,41,35,29,96,74,51,30.35,30.28,30.21,5,2,0,5,1,,0.00,3,Fog,112<br />
2013-01-05,62,49,35,43,36,32,92,63,34,30.3,30.21,30.08,10,5,2,10,3,14.0,0.00,6,,129<br />
2013-01-06,51,48,44,46,44,41,93,82,71,30.17,30.13,30.11,10,8,3,17,6,30.0,0.47,7,Rain,106<br />
2013-01-07,51,45,39,43,41,37,92,79,66,30.28,30.22,30.14,10,5,2,10,3,12.0,0.00,6,,146<br />
2013-01-08,57,46,35,42,38,33,92,72,51,30.28,30.22,30.19,10,6,3,6,1,10.0,0.00,2,,110<br />
2013-01-09,59,49,39,46,42,37,92,75,57,30.19,30.06,29.95,10,4,3,30,4,38.0,0.03,6,Rain,319<br />
2013-01-10,51,44,37,40,33,30,85,68,50,30.16,30.08,30.03,10,10,10,21,10,25.0,T,3,,305<br />
2013-01-11,51,41,31,32,30,27,85,66,46,30.26,30.18,30.13,10,10,8,12,2,16.0,0.00,3,,327<br />
2013-01-12,49,40,30,33,29,27,85,67,49,30.26,30.19,30.16,10,9,6,9,3,24.0,0.00,3,,86<br />
2013-01-13,49,40,30,30,28,26,92,69,46,30.26,30.2,30.16,10,8,3,9,2,12.0,0.00,1,,292<br />
2013-01-14,48,38,28,30,28,25,92,69,45,30.43,30.37,30.24,10,7,4,7,1,9.0,0.00,1,,175<br />
2013-01-15,54,42,30,30,27,21,85,57,28,30.52,30.46,30.43,10,6,2,4,1,,0.00,3,,65<br />
2013-01-16,58,45,31,33,30,27,85,59,32,30.47,30.38,30.3,9,6,4,6,0,7.0,0.00,0,,343<br />
2013-01-17,64,48,32,37,33,28,89,62,34,30.32,30.25,30.19,8,6,4,5,1,13.0,0.00,1,,110<br />
2013-01-18,66,50,33,40,36,31,89,61,32,30.27,30.21,30.15,9,5,3,7,1,,0.00,1,,23<br />
2013-01-19,64,49,33,40,36,30,89,63,37,30.3,30.23,30.19,9,6,4,6,1,8.0,0.00,3,,53<br />
2013-01-20,64,49,34,41,37,32,92,65,37,30.28,30.22,30.14,10,5,3,7,2,8.0,0.00,0,,348<br />
2013-01-21,67,52,36,42,37,32,92,62,31,30.22,30.17,30.12,8,4,3,6,2,7.0,0.00,0,,79<br />
2013-01-22,67,52,37,42,39,32,92,66,40,30.16,30.11,30.04,9,5,3,7,2,8.0,0.00,5,,79<br />
2013-01-23,68,55,42,45,40,36,83,59,34,30.1,30.05,30.01,10,8,5,16,4,21.0,T,8,,74<br />
2013-01-24,61,56,50,52,50,45,93,80,66,30.19,30.14,30.05,9,3,1,12,5,17.0,0.04,8,Rain,300<br />
2013-01-25,57,55,52,54,53,51,93,90,86,30.21,30.12,30.05,8,2,0,7,2,,0.01,8,Fog-Rain,302<br />
2013-01-26,61,56,50,54,52,40,100,82,63,30.05,30.0,29.96,10,5,2,18,4,24.0,0.01,7,Rain,306<br />
2013-01-27,57,49,40,40,36,33,82,64,46,30.15,30.09,30.01,10,10,10,22,9,31.0,0.02,4,Rain,316<br />
2013-01-28,55,45,34,36,34,31,89,65,41,30.26,30.2,30.13,10,10,10,13,3,17.0,0.00,3,,320<br />
2013-01-29,55,46,36,37,35,32,89,68,47,30.33,30.3,30.26,10,9,6,8,2,15.0,0.00,4,,70<br />
2013-01-30,62,49,36,39,37,34,85,64,42,30.38,30.32,30.29,10,9,7,16,1,17.0,0.00,0,,102<br />
2013-01-31,67,53,38,44,40,36,92,66,40,30.31,30.25,30.19,10,8,5,8,2,14.0,0.00,0,,323<br />
2013-02-01,68,54,39,45,42,37,92,67,42,30.25,30.21,30.14,10,6,4,8,1,9.0,0.00,3,,45<br />
2013-02-02,64,55,46,49,46,42,86,71,56,30.28,30.23,30.21,10,6,3,8,2,,0.00,8,,328<br />
2013-02-03,66,54,42,47,45,41,96,71,45,30.22,30.18,30.12,10,5,0,8,2,10.0,0.00,2,,307<br />
2013-02-04,67,53,39,48,44,38,100,73,45,30.19,30.13,30.05,8,4,0,9,1,10.0,0.00,1,Fog,128<br />
2013-02-05,64,54,43,49,45,41,96,74,52,30.1,30.06,30.01,10,5,3,18,6,23.0,0.00,4,,311<br />
2013-02-06,52,46,40,45,42,38,96,85,74,30.21,30.16,30.1,9,4,0,9,3,14.0,0.00,5,,254<br />
2013-02-07,58,47,36,45,40,34,93,72,51,30.19,30.11,30.0,10,4,0,20,3,26.0,0.41,6,Fog-Rain,272<br />
2013-02-08,53,47,40,44,39,37,96,75,54,29.99,29.96,29.91,10,10,7,18,6,23.0,0.01,6,Rain,290<br />
2013-02-09,55,46,37,39,36,33,92,69,46,30.12,30.05,29.97,10,8,4,12,3,15.0,0.00,4,,121<br />
2013-02-10,56,46,36,36,34,31,82,63,43,30.13,30.09,30.04,10,10,7,9,3,12.0,0.00,4,,108<br />
2013-02-11,61,49,36,36,34,30,82,59,35,30.26,30.18,30.09,10,10,10,8,2,9.0,0.00,1,,56<br />
2013-02-12,63,50,37,36,34,30,76,54,32,30.38,30.32,30.27,10,10,8,9,2,14.0,0.00,2,,107<br />
2013-02-13,65,51,37,39,36,33,85,60,34,30.35,30.28,30.22,10,9,7,6,1,,0.00,0,,348<br />
2013-02-14,68,53,37,43,39,35,85,61,36,30.27,30.22,30.16,10,9,8,8,2,16.0,0.00,0,,347<br />
2013-02-15,73,57,41,44,41,37,89,58,27,30.3,30.26,30.23,10,8,5,6,1,16.0,0.00,1,,41<br />
2013-02-16,73,58,42,47,41,34,83,53,23,30.25,30.14,30.03,10,9,6,7,1,,0.00,5,,65<br />
2013-02-17,68,55,41,44,40,35,89,63,37,30.04,29.99,29.95,10,9,7,12,2,15.0,0.00,0,,36<br />
2013-02-18,69,55,40,46,40,36,89,61,32,30.02,29.96,29.89,10,9,6,23,6,29.0,0.00,4,,343<br />
2013-02-19,53,46,39,39,37,34,86,69,52,29.96,29.83,29.73,10,8,1,18,7,24.0,0.45,8,Rain,321<br />
2013-02-20,51,45,39,37,36,34,92,72,52,30.09,29.94,29.81,10,10,9,16,5,20.0,0.02,6,Rain,99<br />
2013-02-21,56,48,39,38,36,34,85,64,43,30.19,30.11,30.05,10,10,10,9,2,17.0,0.00,5,,24<br />
2013-02-22,61,50,39,39,37,34,85,62,39,30.27,30.22,30.18,10,10,7,8,2,10.0,0.00,4,,133<br />
2013-02-23,61,51,41,42,36,28,86,62,38,30.24,30.15,30.08,10,10,7,20,6,25.0,0.00,5,,307<br />
2013-02-24,61,49,36,36,33,30,79,56,32,30.27,30.2,30.14,10,10,10,12,3,15.0,0.00,2,,137<br />
2013-02-25,67,53,38,38,35,31,79,53,26,30.29,30.22,30.14,10,10,10,10,3,14.0,0.00,2,,325<br />
2013-02-26,64,51,38,41,39,35,85,64,43,30.21,30.16,30.12,10,9,6,10,3,,0.00,0,,26<br />
2013-02-27,69,54,39,40,37,33,82,55,27,30.35,30.3,30.23,10,9,6,7,2,12.0,0.00,1,,106<br />
2013-02-28,71,57,43,43,39,36,76,54,31,30.44,30.39,30.35,10,10,9,13,1,15.0,0.00,2,,335<br />
2013-03-01,75,60,45,46,42,39,83,55,27,30.43,30.34,30.24,10,9,7,8,1,10.0,0.00,2,,24<br />
2013-03-02,81,65,48,49,42,34,77,48,18,30.27,30.16,30.04,10,9,6,15,3,17.0,0.00,7,,112<br />
2013-03-03,70,62,54,50,46,41,72,56,40,30.1,30.03,30.0,10,10,8,14,6,18.0,T,7,Rain,321<br />
2013-03-04,71,58,45,47,45,41,86,61,36,30.13,30.07,30.01,10,10,8,10,3,,0.00,1,,317<br />
2013-03-05,75,61,47,45,41,30,80,53,26,30.05,29.98,29.89,10,10,9,18,6,23.0,0.00,3,,176<br />
2013-03-06,63,57,50,45,42,39,71,56,40,30.11,30.03,29.98,10,10,10,17,9,22.0,T,7,Rain,146<br />
2013-03-07,61,55,49,47,43,38,83,63,42,29.99,29.92,29.84,10,9,5,14,5,20.0,0.21,8,Rain,66<br />
2013-03-08,55,52,49,46,45,43,86,80,74,30.06,29.9,29.78,10,10,4,16,9,18.0,0.11,8,Rain,173<br />
2013-03-09,61,55,48,45,42,40,86,66,46,30.32,30.22,30.09,10,10,7,13,4,16.0,0.00,6,,360<br />
2013-03-10,69,57,44,43,42,40,82,61,40,30.37,30.3,30.25,10,9,7,8,3,20.0,0.00,1,,73<br />
2013-03-11,74,60,46,48,44,40,82,58,33,30.27,30.19,30.1,10,10,10,12,2,,0.00,1,,21<br />
2013-03-12,80,65,49,50,47,44,83,58,32,30.16,30.11,30.05,10,9,7,9,2,15.0,0.00,1,,21<br />
2013-03-13,85,68,50,52,48,45,83,55,26,30.18,30.12,30.04,10,9,6,8,2,12.0,0.00,3,,14<br />
2013-03-14,84,69,53,54,51,46,77,54,31,30.12,30.08,30.04,10,8,4,13,5,17.0,0.00,6,,332<br />
2013-03-15,80,68,55,55,51,47,77,57,37,30.09,30.04,30.0,10,9,4,16,5,18.0,0.00,6,,307<br />
2013-03-16,80,66,52,53,48,39,86,57,28,30.06,30.0,29.96,10,9,7,17,6,23.0,0.00,2,,322<br />
2013-03-17,77,64,50,43,38,29,71,45,18,30.09,30.03,29.99,10,10,10,16,8,18.0,0.00,3,,316<br />
2013-03-18,73,60,47,46,40,37,71,49,27,30.11,30.05,30.02,10,10,9,8,2,10.0,0.00,5,,292<br />
2013-03-19,81,66,51,50,44,38,77,49,21,30.15,30.08,30.02,10,10,8,25,6,30.0,0.01,6,,332<br />
2013-03-20,77,67,57,52,49,41,80,56,31,30.12,30.08,30.04,10,10,10,15,7,20.0,0.00,6,,316<br />
2013-03-21,71,62,52,52,46,41,86,62,37,30.05,30.01,29.95,10,10,9,18,12,24.0,0.00,1,,310<br />
2013-03-22,69,57,45,41,32,16,65,40,15,30.06,30.01,29.96,10,10,10,20,8,24.0,0.00,1,,304<br />
2013-03-23,70,55,40,41,33,28,65,44,23,30.14,30.07,30.03,10,10,10,13,4,18.0,0.00,3,,274<br />
2013-03-24,77,62,46,40,37,31,76,48,20,30.1,30.03,29.94,10,10,9,12,3,15.0,0.00,1,,318<br />
2013-03-25,78,64,50,43,41,39,74,50,25,30.0,29.94,29.88,10,10,7,9,2,13.0,0.00,6,,31<br />
2013-03-26,78,64,49,46,42,36,80,52,23,29.97,29.93,29.88,10,10,10,10,6,17.0,0.00,4,,313<br />
2013-03-27,78,64,50,51,46,42,83,56,29,29.99,29.94,29.9,10,10,10,9,4,15.0,0.00,6,,318<br />
2013-03-28,75,64,53,51,50,48,83,62,41,30.08,30.04,30.0,10,10,10,14,4,17.0,0.00,5,,1<br />
2013-03-29,82,68,53,52,48,43,83,55,26,30.1,30.05,29.98,10,9,2,8,3,12.0,0.00,4,,2<br />
2013-03-30,85,71,57,49,46,42,72,49,25,30.04,29.99,29.91,10,10,10,10,3,14.0,0.00,3,,240<br />
2013-03-31,75,65,55,56,49,36,93,59,25,30.1,30.04,29.96,10,9,3,22,6,31.0,0.32,6,Rain-Thunderstorm,170<br />
2013-04-01,74,63,52,51,48,44,89,62,35,30.16,30.1,30.06,10,10,10,15,6,20.0,0.00,4,,307<br />
2013-04-02,74,63,51,52,49,45,89,62,35,30.16,30.11,30.05,10,10,7,14,5,20.0,0.00,3,,316<br />
2013-04-03,82,68,54,53,50,47,86,57,28,30.12,30.05,29.96,10,10,10,9,2,13.0,0.00,3,,355<br />
2013-04-04,77,67,57,56,52,45,78,57,36,30.15,30.05,29.98,10,9,3,20,8,24.0,0.06,6,Rain,330<br />
2013-04-05,73,64,55,55,50,46,87,64,41,30.16,30.11,30.07,10,10,9,17,11,24.0,0.00,5,,310<br />
2013-04-06,75,63,51,52,49,43,89,61,33,30.17,30.12,30.06,10,10,10,18,10,23.0,0.00,5,,310<br />
2013-04-07,77,65,53,51,48,44,83,57,31,30.12,30.0,29.86,10,10,7,15,8,29.0,0.00,4,,311<br />
2013-04-08,70,60,49,46,40,31,77,52,27,29.88,29.82,29.76,10,9,2,28,16,39.0,0.03,5,Rain,314<br />
2013-04-09,75,59,43,39,34,27,71,45,19,30.04,29.98,29.88,10,10,10,18,5,22.0,0.00,1,,320<br />
2013-04-10,80,66,52,42,38,34,59,39,19,30.18,30.08,30.02,10,10,9,9,4,13.0,0.00,1,,35<br />
2013-04-11,80,68,55,51,46,41,66,48,30,30.02,29.89,29.78,10,10,10,18,9,23.0,0.00,3,,313<br />
2013-04-12,84,70,55,50,47,43,72,49,26,29.9,29.83,29.77,10,10,10,12,5,15.0,0.00,3,,309<br />
2013-04-13,85,70,55,49,45,35,72,45,17,29.85,29.8,29.73,10,10,10,17,7,21.0,0.00,5,,292<br />
2013-04-14,80,66,52,46,39,27,71,44,16,29.88,29.81,29.76,10,10,10,21,11,26.0,0.00,2,,310<br />
2013-04-15,71,60,49,45,38,28,77,50,23,29.88,29.84,29.78,10,10,8,30,13,37.0,0.00,2,,304<br />
2013-04-16,70,58,45,37,33,27,70,46,22,30.03,29.98,29.9,10,10,9,24,6,23.0,0.00,2,,338<br />
2013-04-17,72,57,42,31,26,18,62,38,13,30.2,30.14,30.05,10,10,10,18,6,24.0,0.00,1,,295<br />
2013-04-18,76,61,46,33,27,18,56,34,12,30.28,30.22,30.17,10,10,10,10,4,15.0,0.00,0,,132<br />
2013-04-19,83,67,51,43,35,30,50,33,16,30.24,30.14,30.01,10,10,10,15,5,21.0,0.00,2,,329<br />
2013-04-20,85,70,55,45,42,40,66,44,22,30.06,30.0,29.94,10,10,10,10,3,14.0,0.00,1,,313<br />
2013-04-21,89,73,56,46,43,39,62,40,18,30.02,29.96,29.9,10,10,9,9,2,13.0,0.00,0,,289<br />
2013-04-22,91,75,59,47,45,38,62,40,18,29.95,29.87,29.79,10,10,9,15,4,18.0,0.00,0,,313<br />
2013-04-23,87,73,59,46,40,38,49,35,20,29.91,29.85,29.79,10,10,5,10,6,16.0,0.00,0,,297<br />
2013-04-24,91,75,58,48,42,35,57,37,16,29.83,29.79,29.71,10,10,8,18,7,24.0,0.00,1,,315<br />
2013-04-25,81,69,57,50,47,45,72,51,30,30.07,29.98,29.84,10,10,10,21,4,25.0,0.00,1,,306<br />
2013-04-26,86,70,54,50,45,36,77,48,18,30.18,30.12,30.08,10,10,9,14,6,18.0,0.00,0,,305<br />
2013-04-27,91,76,60,54,48,44,69,45,21,30.18,30.09,30.0,10,10,10,14,5,16.0,0.00,0,,325<br />
2013-04-28,94,78,62,54,48,36,72,43,13,30.01,29.93,29.83,10,10,8,15,6,21.0,0.00,1,,315<br />
2013-04-29,95,80,64,54,48,40,63,40,17,29.86,29.79,29.7,10,10,7,18,4,22.0,0.00,1,,308<br />
2013-04-30,89,77,64,50,42,30,60,37,14,29.78,29.74,29.71,10,10,10,21,11,30.0,0.00,3,,305<br />
2013-05-01,89,75,60,49,34,30,44,28,12,30.05,29.95,29.8,10,10,7,10,4,16.0,0.00,0,,284<br />
2013-05-02,93,77,61,48,42,31,56,34,11,30.16,30.09,30.04,10,9,6,14,5,18.0,0.00,0,,256<br />
2013-05-03,95,79,63,46,39,27,52,31,10,30.04,29.9,29.76,10,10,8,14,6,18.0,0.00,0,,311<br />
2013-05-04,94,79,64,44,39,35,48,31,13,29.76,29.63,29.51,10,10,7,15,5,18.0,0.00,2,,318<br />
2013-05-05,78,69,60,45,41,31,51,39,26,29.83,29.71,29.6,10,10,10,21,12,24.0,0.00,6,,173<br />
2013-05-06,78,71,63,49,44,41,52,41,29,29.96,29.87,29.83,10,10,10,18,7,23.0,T,7,Rain,243<br />
2013-05-07,71,64,57,54,51,45,86,65,44,30.04,30.0,29.96,10,10,9,13,5,16.0,0.05,6,Rain,184<br />
2013-05-08,79,69,59,56,52,47,84,60,35,30.1,30.05,30.01,10,9,4,15,5,20.0,0.02,6,Rain,327<br />
2013-05-09,84,71,57,54,50,48,77,55,33,30.1,30.07,30.03,10,10,10,14,8,20.0,0.00,4,,306<br />
2013-05-10,89,75,61,58,53,51,72,51,29,30.14,30.09,30.02,10,10,10,10,5,14.0,0.00,2,,308<br />
2013-05-11,98,83,67,59,57,50,73,49,24,30.09,30.04,29.97,10,10,7,12,5,16.0,0.00,2,,302<br />
2013-05-12,102,86,70,59,53,43,61,38,15,30.1,30.01,29.91,10,10,9,16,7,20.0,0.00,2,,295<br />
2013-05-13,101,84,66,54,48,43,45,31,16,30.03,29.94,29.85,10,10,10,16,7,22.0,0.00,1,,304<br />
2013-05-14,93,81,68,60,51,44,60,40,20,29.92,29.88,29.84,10,10,10,21,9,25.0,0.00,2,,303<br />
2013-05-15,92,76,60,48,45,35,60,38,15,29.99,29.94,29.88,10,10,10,21,10,24.0,0.00,3,,311<br />
